Time,level (cm),flow (l/h)
26-02-2026 08:11,0.65,0
26-02-2026 08:11,0.662,0
26-02-2026 08:11,0.677,0
26-02-2026 08:11,0.654,0
26-02-2026 08:11,0.647,0
26-02-2026 08:11,0.658,0
26-02-2026 08:11,0.703,0.075
26-02-2026 08:11,0.669,0.0375
26-02-2026 08:11,0.673,0
26-02-2026 08:11,0.692,0
26-02-2026 08:11,0.729,0
26-02-2026 08:11,0.658,0.0375
26-02-2026 08:11,0.65,0.0375
26-02-2026 08:11,0.654,0
26-02-2026 08:12,0.665,0.0375
26-02-2026 08:12,0.643,0.113
26-02-2026 08:12,0.662,0
26-02-2026 08:12,0.665,0.075
26-02-2026 08:12,0.643,0.075
26-02-2026 08:12,0.65,0
26-02-2026 08:12,0.695,0
26-02-2026 08:12,0.658,0.15
26-02-2026 08:12,0.677,0
26-02-2026 08:12,0.718,0
26-02-2026 08:12,0.711,0
26-02-2026 08:12,0.714,0
26-02-2026 08:12,0.718,0
26-02-2026 08:12,0.707,0
26-02-2026 08:12,0.711,0.075
26-02-2026 08:12,0.714,0.0375
26-02-2026 08:12,0.665,0
26-02-2026 08:12,0.658,0
26-02-2026 08:12,0.673,0
26-02-2026 08:12,0.68,0.0375
26-02-2026 08:12,0.718,0.0375
26-02-2026 08:12,0.68,0.0375
26-02-2026 08:12,0.692,0
26-02-2026 08:12,0.654,0.0375
26-02-2026 08:12,0.658,0
26-02-2026 08:12,0.662,0
26-02-2026 08:12,0.647,0
26-02-2026 08:12,0.714,0
26-02-2026 08:12,0.654,0.075
26-02-2026 08:12,0.68,0
26-02-2026 08:12,0.692,0
26-02-2026 08:12,0.665,0
26-02-2026 08:12,0.677,0
26-02-2026 08:12,0.669,0.113
26-02-2026 08:12,0.68,0
26-02-2026 08:12,0.714,0
26-02-2026 08:12,0.654,0.0375
26-02-2026 08:12,0.665,0
26-02-2026 08:12,0.65,0
26-02-2026 08:12,0.711,0
26-02-2026 08:12,0.673,0
26-02-2026 08:12,0.654,0.075
26-02-2026 08:12,0.665,0
26-02-2026 08:12,0.662,0.075
26-02-2026 08:12,0.718,0
26-02-2026 08:12,0.775,0.0375
26-02-2026 08:12,0.722,0
26-02-2026 08:12,0.711,0.075
26-02-2026 08:12,0.665,0
26-02-2026 08:12,0.662,0
26-02-2026 08:12,0.673,0.113
26-02-2026 08:12,0.65,0.0375
26-02-2026 08:12,0.756,0
26-02-2026 08:12,0.703,0.0375
26-02-2026 08:12,0.669,0
26-02-2026 08:12,0.65,0
26-02-2026 08:12,0.677,0.0375
26-02-2026 08:12,0.669,0.0375
26-02-2026 08:12,0.665,0
26-02-2026 08:13,0.707,0.075
26-02-2026 08:13,0.699,0
26-02-2026 08:13,0.688,0
26-02-2026 08:13,0.654,0
26-02-2026 08:13,0.662,0
26-02-2026 08:13,0.692,0
26-02-2026 08:13,0.703,0.0375
26-02-2026 08:13,0.673,0
26-02-2026 08:13,0.665,0.0375
26-02-2026 08:13,0.662,0
26-02-2026 08:13,0.662,0
26-02-2026 08:13,0.665,0
26-02-2026 08:13,0.714,0.0375
26-02-2026 08:13,0.658,0.0375
26-02-2026 08:13,0.688,0.0375
26-02-2026 08:13,0.673,0
26-02-2026 08:13,0.662,0.0375
26-02-2026 08:13,0.669,0
26-02-2026 08:13,0.665,0.0375
26-02-2026 08:13,0.665,0.113
26-02-2026 08:13,0.662,0
26-02-2026 08:13,0.665,0.0375
26-02-2026 08:13,0.714,0.0375
26-02-2026 08:13,0.673,0.15
26-02-2026 08:13,0.662,0
26-02-2026 08:13,0.647,0.0375
26-02-2026 08:13,0.582,0
26-02-2026 08:13,0.669,0
26-02-2026 08:13,0.665,0
26-02-2026 08:13,0.639,0
26-02-2026 08:13,0.662,0
26-02-2026 08:13,0.669,0
26-02-2026 08:13,0.624,0
26-02-2026 08:13,0.571,0
26-02-2026 08:13,0.616,0.113
26-02-2026 08:13,0.598,0
26-02-2026 08:13,0.707,0
26-02-2026 08:13,0.665,0
26-02-2026 08:13,0.669,0
26-02-2026 08:13,0.609,0
26-02-2026 08:13,0.662,0
26-02-2026 08:13,0.65,0
26-02-2026 08:13,0.729,0
26-02-2026 08:13,0.601,0
26-02-2026 08:13,0.658,0
26-02-2026 08:13,0.669,0
26-02-2026 08:13,0.673,0
26-02-2026 08:13,0.662,0
26-02-2026 08:13,0.635,0
26-02-2026 08:13,0.65,0
26-02-2026 08:13,0.654,0.0375
26-02-2026 08:13,0.665,0
26-02-2026 08:13,0.654,0
26-02-2026 08:13,0.677,0.0375
26-02-2026 08:13,0.65,0.113
26-02-2026 08:13,0.639,0
26-02-2026 08:13,0.647,0.113
26-02-2026 08:13,0.669,0.113
26-02-2026 08:13,0.658,0
26-02-2026 08:14,0.677,0
26-02-2026 08:14,0.703,0
26-02-2026 08:14,0.662,0.0375
26-02-2026 08:14,0.662,0
26-02-2026 08:14,0.722,0.0375
26-02-2026 08:14,0.778,0
26-02-2026 08:14,0.662,0
26-02-2026 08:14,0.65,0
26-02-2026 08:14,0.598,0
26-02-2026 08:14,0.658,0.0375
26-02-2026 08:14,0.748,0
26-02-2026 08:14,0.639,0.075
26-02-2026 08:14,0.643,0.0375
26-02-2026 08:14,0.665,0.075
26-02-2026 08:14,0.68,0
26-02-2026 08:14,0.741,0.0375
26-02-2026 08:14,0.677,0
26-02-2026 08:14,0.662,0.0375
26-02-2026 08:14,0.654,0
26-02-2026 08:14,0.707,0
26-02-2026 08:14,0.65,0
26-02-2026 08:14,0.65,0
26-02-2026 08:14,0.718,0
26-02-2026 08:14,0.688,0.075
26-02-2026 08:14,0.673,0.0375
26-02-2026 08:14,0.711,0
26-02-2026 08:14,0.711,0.188
26-02-2026 08:14,0.688,0.0375
26-02-2026 08:14,0.722,0.075
26-02-2026 08:14,0.707,0.0375
26-02-2026 08:14,0.707,0
26-02-2026 08:14,0.722,0
26-02-2026 08:14,0.699,0
26-02-2026 08:14,0.707,0.0375
26-02-2026 08:14,0.722,0
26-02-2026 08:14,0.654,0
26-02-2026 08:14,0.692,0
26-02-2026 08:14,0.711,0.0375
26-02-2026 08:14,0.718,0.0375
26-02-2026 08:14,0.718,0
26-02-2026 08:14,0.665,0
26-02-2026 08:14,0.729,0
26-02-2026 08:14,0.703,0
26-02-2026 08:14,0.643,0
26-02-2026 08:14,0.692,0
26-02-2026 08:14,0.699,0
26-02-2026 08:14,0.647,0
26-02-2026 08:14,0.699,0
26-02-2026 08:14,0.729,0
26-02-2026 08:14,0.662,0
26-02-2026 08:14,0.677,0
26-02-2026 08:14,0.654,0.075
26-02-2026 08:14,0.635,0
26-02-2026 08:14,0.703,0.075
26-02-2026 08:14,0.711,0
26-02-2026 08:14,0.707,0.0375
26-02-2026 08:14,0.669,0
26-02-2026 08:14,0.695,0
26-02-2026 08:15,0.654,0.075
26-02-2026 08:15,0.752,0
26-02-2026 08:15,0.729,0
26-02-2026 08:15,0.711,0.113
26-02-2026 08:15,0.631,0
26-02-2026 08:15,0.654,0
26-02-2026 08:15,0.722,0
26-02-2026 08:15,0.711,0
26-02-2026 08:15,0.662,0
26-02-2026 08:15,0.699,0
26-02-2026 08:15,0.654,0
26-02-2026 08:15,0.673,0
26-02-2026 08:15,0.662,0
26-02-2026 08:15,0.711,0
26-02-2026 08:15,0.654,0
26-02-2026 08:15,0.726,0
26-02-2026 08:15,0.699,0
26-02-2026 08:15,0.631,0.15
26-02-2026 08:15,0.677,0
26-02-2026 08:15,0.692,0
26-02-2026 08:15,0.782,0
26-02-2026 08:15,0.733,0
26-02-2026 08:15,0.771,0.075
26-02-2026 08:15,0.722,0
26-02-2026 08:15,0.778,0.075
26-02-2026 08:15,0.703,0
26-02-2026 08:15,0.714,0
26-02-2026 08:15,0.722,0.0375
26-02-2026 08:15,0.695,0
26-02-2026 08:15,0.752,0
26-02-2026 08:15,0.703,0
26-02-2026 08:15,0.714,0.188
26-02-2026 08:15,0.695,0
26-02-2026 08:15,0.692,0.075
26-02-2026 08:15,0.662,0
26-02-2026 08:15,0.669,0
26-02-2026 08:15,0.635,0.0375
26-02-2026 08:15,0.692,0
26-02-2026 08:15,0.752,0
26-02-2026 08:15,0.703,0
26-02-2026 08:15,0.767,0
26-02-2026 08:15,0.718,0.075
26-02-2026 08:15,0.639,0.0375
26-02-2026 08:15,0.654,0
26-02-2026 08:15,0.658,0
26-02-2026 08:15,0.756,0
26-02-2026 08:15,0.771,0
26-02-2026 08:15,0.741,0
26-02-2026 08:15,0.707,0
26-02-2026 08:15,0.711,0.113
26-02-2026 08:15,0.695,0.0375
26-02-2026 08:15,0.647,0
26-02-2026 08:15,0.726,0
26-02-2026 08:15,0.763,0
26-02-2026 08:15,0.733,0.0375
26-02-2026 08:15,0.782,0
26-02-2026 08:15,0.699,0.075
26-02-2026 08:15,0.711,0
26-02-2026 08:15,0.673,0
26-02-2026 08:16,0.744,0
26-02-2026 08:16,0.699,0
26-02-2026 08:16,0.782,0
26-02-2026 08:16,0.692,0
26-02-2026 08:16,0.654,0.075
26-02-2026 08:16,0.722,0
26-02-2026 08:16,0.688,0
26-02-2026 08:16,0.707,0
26-02-2026 08:16,0.726,0
26-02-2026 08:16,0.714,0.113
26-02-2026 08:16,0.673,0.0375
26-02-2026 08:16,0.775,0
26-02-2026 08:16,0.722,0.0375
26-02-2026 08:16,0.778,0
26-02-2026 08:16,0.775,0.0375
26-02-2026 08:16,0.812,0
26-02-2026 08:16,0.786,0.0375
26-02-2026 08:16,0.707,0
26-02-2026 08:16,0.812,0
26-02-2026 08:16,0.778,0.0375
26-02-2026 08:16,0.763,0
26-02-2026 08:16,0.695,0
26-02-2026 08:16,0.744,0
26-02-2026 08:16,0.707,0
26-02-2026 08:16,0.695,0
26-02-2026 08:16,0.658,0.0375
26-02-2026 08:16,0.722,0
26-02-2026 08:16,0.771,0
26-02-2026 08:16,0.714,0.0375
26-02-2026 08:16,0.767,0.0375
26-02-2026 08:16,0.729,0
26-02-2026 08:16,0.741,0
26-02-2026 08:16,0.733,0
26-02-2026 08:16,0.767,0
26-02-2026 08:16,0.677,0
26-02-2026 08:16,0.692,0
26-02-2026 08:16,0.707,0
26-02-2026 08:16,0.763,0
26-02-2026 08:16,0.767,0
26-02-2026 08:16,0.658,0
26-02-2026 08:16,0.756,0
26-02-2026 08:16,0.707,0
26-02-2026 08:16,0.711,0
26-02-2026 08:16,0.729,0
26-02-2026 08:16,0.643,0
26-02-2026 08:16,0.65,0.15
26-02-2026 08:16,0.718,0.075
26-02-2026 08:16,0.647,0
26-02-2026 08:16,0.658,0.113
26-02-2026 08:16,0.654,0
26-02-2026 08:16,0.703,0
26-02-2026 08:16,0.711,0
26-02-2026 08:16,0.711,0
26-02-2026 08:16,0.669,0.113
26-02-2026 08:16,0.692,0
26-02-2026 08:16,0.658,0
26-02-2026 08:16,0.711,0.15
26-02-2026 08:16,0.643,0
26-02-2026 08:16,0.643,0
26-02-2026 08:17,0.748,0.0375
26-02-2026 08:17,0.684,0.0375
26-02-2026 08:17,0.654,0
26-02-2026 08:17,0.722,0
26-02-2026 08:17,0.665,0
26-02-2026 08:17,0.65,0
26-02-2026 08:17,0.729,0.0375
26-02-2026 08:17,0.665,0
26-02-2026 08:17,0.726,0.15
26-02-2026 08:17,0.692,0
26-02-2026 08:17,0.647,0.113
26-02-2026 08:17,0.726,0
26-02-2026 08:17,0.673,0
26-02-2026 08:17,0.643,0
26-02-2026 08:17,0.695,0
26-02-2026 08:17,0.711,0.075
26-02-2026 08:17,0.703,0
26-02-2026 08:17,0.759,0.113
26-02-2026 08:17,0.718,0.113
26-02-2026 08:17,0.707,0.113
26-02-2026 08:17,0.711,0
26-02-2026 08:17,0.688,0.113
26-02-2026 08:17,0.752,0
26-02-2026 08:17,0.775,0.0375
26-02-2026 08:17,0.639,0.075
26-02-2026 08:17,0.771,0
26-02-2026 08:17,0.718,0
26-02-2026 08:17,0.654,0
26-02-2026 08:17,0.737,0.075
26-02-2026 08:17,0.812,0
26-02-2026 08:17,0.771,0
26-02-2026 08:17,0.726,0
26-02-2026 08:17,0.722,0.0375
26-02-2026 08:17,0.714,0
26-02-2026 08:17,0.726,0
26-02-2026 08:17,0.752,0.0375
26-02-2026 08:17,0.647,0
26-02-2026 08:17,0.665,0
26-02-2026 08:17,0.65,0
26-02-2026 08:17,0.714,0
26-02-2026 08:17,0.767,0
26-02-2026 08:17,0.767,0
26-02-2026 08:17,0.692,0.0375
26-02-2026 08:17,0.812,0
26-02-2026 08:17,0.707,0
26-02-2026 08:17,0.797,0
26-02-2026 08:17,0.711,0
26-02-2026 08:17,0.771,0
26-02-2026 08:17,0.775,0
26-02-2026 08:17,0.782,0.0375
26-02-2026 08:17,0.756,0
26-02-2026 08:17,0.714,0.0375
26-02-2026 08:17,0.688,0.113
26-02-2026 08:17,0.79,0.0375
26-02-2026 08:17,0.763,0
26-02-2026 08:17,0.801,0
26-02-2026 08:17,0.665,0.075
26-02-2026 08:17,0.771,0
26-02-2026 08:17,0.658,0
26-02-2026 08:18,0.658,0
26-02-2026 08:18,0.669,0
26-02-2026 08:18,0.647,0.0375
26-02-2026 08:18,0.722,0.075
26-02-2026 08:18,0.722,0.0375
26-02-2026 08:18,0.707,0
26-02-2026 08:18,0.695,0
26-02-2026 08:18,0.756,0.075
26-02-2026 08:18,0.752,0
26-02-2026 08:18,0.699,0
26-02-2026 08:18,0.786,0
26-02-2026 08:18,0.737,0
26-02-2026 08:18,0.711,0
26-02-2026 08:18,0.812,0
26-02-2026 08:18,0.707,0
26-02-2026 08:18,0.662,0
26-02-2026 08:18,0.643,0
26-02-2026 08:18,0.763,0
26-02-2026 08:18,0.782,0.0375
26-02-2026 08:18,0.744,0
26-02-2026 08:18,0.692,0.075
26-02-2026 08:18,0.775,0
26-02-2026 08:18,0.707,0
26-02-2026 08:18,0.695,0
26-02-2026 08:18,0.711,0.0375
26-02-2026 08:18,0.726,0.113
26-02-2026 08:18,0.688,0
26-02-2026 08:18,0.714,0
26-02-2026 08:18,0.677,0
26-02-2026 08:18,0.695,0.075
26-02-2026 08:18,0.654,0.0375
26-02-2026 08:18,0.665,0.0375
26-02-2026 08:18,0.654,0.0375
26-02-2026 08:18,0.658,0
26-02-2026 08:18,0.677,0
26-02-2026 08:18,0.692,0
26-02-2026 08:18,0.711,0
26-02-2026 08:18,0.643,0
26-02-2026 08:18,0.65,0
26-02-2026 08:18,0.654,0
26-02-2026 08:18,0.718,0
26-02-2026 08:18,0.631,0.0375
26-02-2026 08:18,0.662,0
26-02-2026 08:18,0.662,0
26-02-2026 08:18,0.639,0
26-02-2026 08:18,0.654,0
26-02-2026 08:18,0.673,0
26-02-2026 08:18,0.654,0
26-02-2026 08:18,0.669,0
26-02-2026 08:18,0.692,0
26-02-2026 08:18,0.699,0
26-02-2026 08:18,0.658,0.075
26-02-2026 08:18,0.714,0.0375
26-02-2026 08:18,0.662,0.15
26-02-2026 08:18,0.669,0
26-02-2026 08:18,0.65,0
26-02-2026 08:18,0.662,0
26-02-2026 08:18,0.65,0
26-02-2026 08:19,0.65,0
26-02-2026 08:19,0.703,0
26-02-2026 08:19,0.654,0
26-02-2026 08:19,0.775,0
26-02-2026 08:19,0.748,0
26-02-2026 08:19,0.662,0
26-02-2026 08:19,0.692,0.0375
26-02-2026 08:19,0.658,0
26-02-2026 08:19,0.65,0
26-02-2026 08:19,0.714,0.0375
26-02-2026 08:19,0.733,0
26-02-2026 08:19,0.677,0.0375
26-02-2026 08:19,0.65,0
26-02-2026 08:19,0.729,0
26-02-2026 08:19,0.639,0
26-02-2026 08:19,0.692,0
26-02-2026 08:19,0.658,0
26-02-2026 08:19,0.692,0
26-02-2026 08:19,0.707,0.0375
26-02-2026 08:19,0.665,0
26-02-2026 08:19,0.688,0
26-02-2026 08:19,0.688,0
26-02-2026 08:19,0.711,0
26-02-2026 08:19,0.665,0
26-02-2026 08:19,0.707,0
26-02-2026 08:19,0.718,0
26-02-2026 08:19,0.741,0
26-02-2026 08:19,0.729,0
26-02-2026 08:19,0.729,0.0375
26-02-2026 08:19,0.662,0
26-02-2026 08:19,0.703,0.0375
26-02-2026 08:19,0.658,0.0375
26-02-2026 08:19,0.654,0
26-02-2026 08:19,0.673,0
26-02-2026 08:19,0.639,0
26-02-2026 08:19,0.654,0
26-02-2026 08:19,0.726,0.0375
26-02-2026 08:19,0.699,0.15
26-02-2026 08:19,0.756,0
26-02-2026 08:19,0.673,0
26-02-2026 08:19,0.711,0
26-02-2026 08:19,0.703,0
26-02-2026 08:19,0.654,0
26-02-2026 08:19,0.703,0
26-02-2026 08:19,0.79,0.113
26-02-2026 08:19,0.714,0
26-02-2026 08:19,0.771,0
26-02-2026 08:19,0.748,0
26-02-2026 08:19,0.722,0.0375
26-02-2026 08:19,0.703,0
26-02-2026 08:19,0.707,0
26-02-2026 08:19,0.703,0.15
26-02-2026 08:19,0.699,0.0375
26-02-2026 08:19,0.65,0
26-02-2026 08:19,0.68,0
26-02-2026 08:19,0.703,0
26-02-2026 08:19,0.695,0.075
26-02-2026 08:19,0.65,0
26-02-2026 08:19,0.673,0
26-02-2026 08:20,0.677,0.075
26-02-2026 08:20,0.65,0
26-02-2026 08:20,0.654,0
26-02-2026 08:20,0.692,0
26-02-2026 08:20,0.711,0
26-02-2026 08:20,0.695,0
26-02-2026 08:20,0.714,0.0375
26-02-2026 08:20,0.729,0.113
26-02-2026 08:20,0.703,0.0375
26-02-2026 08:20,0.722,0
26-02-2026 08:20,0.695,0.0375
26-02-2026 08:20,0.722,0.075
26-02-2026 08:20,0.692,0
26-02-2026 08:20,0.718,0.0375
26-02-2026 08:20,0.729,0.0375
26-02-2026 08:20,0.718,0.0375
26-02-2026 08:20,0.782,0
26-02-2026 08:20,0.718,0
26-02-2026 08:20,0.763,0
26-02-2026 08:20,0.714,0
26-02-2026 08:20,0.707,0
26-02-2026 08:20,0.775,0.0375
26-02-2026 08:20,0.684,0
26-02-2026 08:20,0.767,0
26-02-2026 08:20,0.722,0
26-02-2026 08:20,0.763,0
26-02-2026 08:20,0.688,0
26-02-2026 08:20,0.677,0
26-02-2026 08:20,0.662,0
26-02-2026 08:20,0.654,0.113
26-02-2026 08:20,0.662,0.075
26-02-2026 08:20,0.65,0
26-02-2026 08:20,0.726,0
26-02-2026 08:20,0.718,0
26-02-2026 08:20,0.707,0
26-02-2026 08:20,0.699,0
26-02-2026 08:20,0.729,0
26-02-2026 08:20,0.714,0.0375
26-02-2026 08:20,0.714,0
26-02-2026 08:20,0.711,0
26-02-2026 08:20,0.718,0
26-02-2026 08:20,0.711,0.075
26-02-2026 08:20,0.65,0
26-02-2026 08:20,0.718,0.075
26-02-2026 08:20,0.692,0
26-02-2026 08:20,0.778,0
26-02-2026 08:20,0.695,0
26-02-2026 08:20,0.662,0
26-02-2026 08:20,0.665,0.0375
26-02-2026 08:20,0.658,0.0375
26-02-2026 08:20,0.692,0
26-02-2026 08:20,0.665,0
26-02-2026 08:20,0.707,0
26-02-2026 08:20,0.635,0
26-02-2026 08:20,0.662,0.0375
26-02-2026 08:20,0.65,0
26-02-2026 08:20,0.692,0
26-02-2026 08:20,0.714,0.113
26-02-2026 08:20,0.756,0
26-02-2026 08:21,0.752,0
26-02-2026 08:21,0.703,0
26-02-2026 08:21,0.699,0.0375
26-02-2026 08:21,0.722,0
26-02-2026 08:21,0.695,0
26-02-2026 08:21,0.665,0
26-02-2026 08:21,0.711,0
26-02-2026 08:21,0.639,0
26-02-2026 08:21,0.733,0
26-02-2026 08:21,0.718,0.075
26-02-2026 08:21,0.695,0
26-02-2026 08:21,0.673,0
26-02-2026 08:21,0.714,0
26-02-2026 08:21,0.778,0
26-02-2026 08:21,0.718,0
26-02-2026 08:21,0.669,0.075
26-02-2026 08:21,0.759,0
26-02-2026 08:21,0.714,0
26-02-2026 08:21,0.756,0
26-02-2026 08:21,0.647,0
26-02-2026 08:21,0.673,0
26-02-2026 08:21,0.707,0
26-02-2026 08:21,0.647,0
26-02-2026 08:21,0.718,0
26-02-2026 08:21,0.711,0.0375
26-02-2026 08:21,0.677,0.075
26-02-2026 08:21,0.699,0.075
26-02-2026 08:21,0.79,0.0375
26-02-2026 08:21,0.699,0.0375
26-02-2026 08:21,0.711,0
26-02-2026 08:21,0.775,0
26-02-2026 08:21,0.759,0
26-02-2026 08:21,0.729,0
26-02-2026 08:21,0.695,0.075
26-02-2026 08:21,0.718,0
26-02-2026 08:21,0.711,0
26-02-2026 08:21,0.718,0.075
26-02-2026 08:21,0.699,0
26-02-2026 08:21,0.695,0.075
26-02-2026 08:21,0.714,0
26-02-2026 08:21,0.703,0
26-02-2026 08:21,0.756,0
26-02-2026 08:21,0.763,0
26-02-2026 08:21,0.699,0
26-02-2026 08:21,0.65,0.0375
26-02-2026 08:21,0.647,0
26-02-2026 08:21,0.718,0
26-02-2026 08:21,0.658,0
26-02-2026 08:21,0.763,0.0375
26-02-2026 08:21,0.714,0
26-02-2026 08:21,0.778,0.0375
26-02-2026 08:21,0.692,0
26-02-2026 08:21,0.718,0.0375
26-02-2026 08:21,0.718,0.0375
26-02-2026 08:21,0.729,0
26-02-2026 08:21,0.699,0
26-02-2026 08:21,0.714,0
26-02-2026 08:21,0.711,0
26-02-2026 08:22,0.699,0
26-02-2026 08:22,0.65,0
26-02-2026 08:22,0.639,0.0375
26-02-2026 08:22,0.714,0
26-02-2026 08:22,0.639,0
26-02-2026 08:22,0.654,0.0375
26-02-2026 08:22,0.654,0
26-02-2026 08:22,0.699,0
26-02-2026 08:22,0.729,0.0375
26-02-2026 08:22,0.699,0
26-02-2026 08:22,0.729,0
26-02-2026 08:22,0.68,0
26-02-2026 08:22,0.695,0.0375
26-02-2026 08:22,0.722,0.075
26-02-2026 08:22,0.703,0
26-02-2026 08:22,0.639,0.0375
26-02-2026 08:22,0.662,0
26-02-2026 08:22,0.695,0.075
26-02-2026 08:22,0.718,0
26-02-2026 08:22,0.711,0.113
26-02-2026 08:22,0.711,0
26-02-2026 08:22,0.658,0
26-02-2026 08:22,0.703,0.0375
26-02-2026 08:22,0.662,0.0375
26-02-2026 08:22,0.714,0
26-02-2026 08:22,0.756,0
26-02-2026 08:22,0.665,0.188
26-02-2026 08:22,0.726,0
26-02-2026 08:22,0.763,0
26-02-2026 08:22,0.68,0.0375
26-02-2026 08:22,0.729,0
26-02-2026 08:22,0.688,0
26-02-2026 08:22,0.688,0
26-02-2026 08:22,0.658,0
26-02-2026 08:22,0.662,0.0375
26-02-2026 08:22,0.782,0
26-02-2026 08:22,0.741,0
26-02-2026 08:22,0.711,0
26-02-2026 08:22,0.763,0
26-02-2026 08:22,0.684,0
26-02-2026 08:22,0.703,0
26-02-2026 08:22,0.714,0
26-02-2026 08:22,0.669,0
26-02-2026 08:22,0.726,0.113
26-02-2026 08:22,0.669,0.075
26-02-2026 08:22,0.711,0
26-02-2026 08:22,0.699,0
26-02-2026 08:22,0.692,0.0375
26-02-2026 08:22,0.718,0
26-02-2026 08:22,0.763,0
26-02-2026 08:22,0.744,0
26-02-2026 08:22,0.778,0
26-02-2026 08:22,0.718,0
26-02-2026 08:22,0.756,0
26-02-2026 08:22,0.756,0
26-02-2026 08:23,0.711,0
26-02-2026 08:23,0.718,0
26-02-2026 08:23,0.722,0
26-02-2026 08:23,0.718,0
26-02-2026 08:23,0.699,0
26-02-2026 08:23,0.639,0
26-02-2026 08:23,0.718,0.075
26-02-2026 08:23,0.688,0
26-02-2026 08:23,0.711,0.0375
26-02-2026 08:23,0.684,0.075
26-02-2026 08:23,0.714,0.0375
26-02-2026 08:23,0.756,0
26-02-2026 08:23,0.79,0
26-02-2026 08:23,0.703,0
26-02-2026 08:23,0.695,0
26-02-2026 08:23,0.718,0
26-02-2026 08:23,0.703,0
26-02-2026 08:23,0.748,0.15
26-02-2026 08:23,0.775,0
26-02-2026 08:23,0.703,0
26-02-2026 08:23,0.733,0
26-02-2026 08:23,0.718,0
26-02-2026 08:23,0.703,0
26-02-2026 08:23,0.684,0.0375
26-02-2026 08:23,0.722,0
26-02-2026 08:23,0.643,0.0375
26-02-2026 08:23,0.729,0
26-02-2026 08:23,0.744,0
26-02-2026 08:23,0.695,0
26-02-2026 08:23,0.729,0
26-02-2026 08:23,0.831,0
26-02-2026 08:23,0.824,0.075
26-02-2026 08:23,0.752,0.0375
26-02-2026 08:23,0.824,0
26-02-2026 08:23,0.839,0
26-02-2026 08:23,0.778,0
26-02-2026 08:23,0.756,0
26-02-2026 08:23,0.775,0
26-02-2026 08:23,0.759,0.0375
26-02-2026 08:23,0.759,0
26-02-2026 08:23,0.771,0.0375
26-02-2026 08:23,0.748,0.075
26-02-2026 08:23,0.714,0.075
26-02-2026 08:23,0.733,0.075
26-02-2026 08:23,0.763,0
26-02-2026 08:23,0.748,0
26-02-2026 08:23,0.759,0
26-02-2026 08:23,0.771,0
26-02-2026 08:23,0.707,0
26-02-2026 08:23,0.805,0
26-02-2026 08:23,0.744,0
26-02-2026 08:23,0.775,0
26-02-2026 08:23,0.782,0
26-02-2026 08:23,0.688,0
26-02-2026 08:23,0.718,0
26-02-2026 08:23,0.767,0
26-02-2026 08:23,0.688,0
26-02-2026 08:23,0.729,0
26-02-2026 08:23,0.801,0
26-02-2026 08:23,0.722,0.075
26-02-2026 08:23,0.714,0.0375
26-02-2026 08:23,0.695,0
26-02-2026 08:24,0.707,0
26-02-2026 08:24,0.662,0.0375
26-02-2026 08:24,0.707,0.0375
26-02-2026 08:24,0.744,0.075
26-02-2026 08:24,0.714,0.075
26-02-2026 08:24,0.718,0.113
26-02-2026 08:24,0.707,0
26-02-2026 08:24,0.703,0
26-02-2026 08:24,0.703,0
26-02-2026 08:24,0.711,0
26-02-2026 08:24,0.711,0.0375
26-02-2026 08:24,0.726,0
26-02-2026 08:24,0.718,0
26-02-2026 08:24,0.695,0.0375
26-02-2026 08:24,0.677,0
26-02-2026 08:24,0.718,0
