Time,level (cm),flow (l/h)
26-02-2026 08:24,0.695,0.075
26-02-2026 08:24,0.699,0
26-02-2026 08:24,0.677,0.0375
26-02-2026 08:24,0.707,0
26-02-2026 08:24,0.718,0
26-02-2026 08:24,0.658,0
26-02-2026 08:24,0.692,0.0375
26-02-2026 08:24,0.695,0
26-02-2026 08:24,0.684,0
26-02-2026 08:24,0.726,0
26-02-2026 08:24,0.756,0.0375
26-02-2026 08:24,0.756,0.075
26-02-2026 08:24,0.759,0
26-02-2026 08:24,0.808,0
26-02-2026 08:24,0.759,0
26-02-2026 08:24,0.752,0
26-02-2026 08:24,0.771,0.113
26-02-2026 08:24,0.767,0.0375
26-02-2026 08:24,0.782,0.075
26-02-2026 08:24,0.707,0
26-02-2026 08:24,0.812,0.0375
26-02-2026 08:24,0.695,0
26-02-2026 08:24,0.824,0
26-02-2026 08:24,0.854,0
26-02-2026 08:24,0.767,0
26-02-2026 08:24,0.759,0.113
26-02-2026 08:24,0.718,0
26-02-2026 08:24,0.805,0.113
26-02-2026 08:24,0.703,0
26-02-2026 08:24,0.805,0
26-02-2026 08:24,0.82,0.113
26-02-2026 08:24,0.846,0
26-02-2026 08:24,0.831,0
26-02-2026 08:24,0.835,0.0375
26-02-2026 08:24,0.767,0.0375
26-02-2026 08:24,0.677,0.0375
26-02-2026 08:24,0.763,0
26-02-2026 08:24,0.722,0
26-02-2026 08:24,0.805,0
26-02-2026 08:24,0.707,0
26-02-2026 08:24,0.744,0
26-02-2026 08:24,0.741,0
26-02-2026 08:25,0.752,0.075
26-02-2026 08:25,0.752,0
26-02-2026 08:25,0.763,0.113
26-02-2026 08:25,0.763,0
26-02-2026 08:25,0.824,0.075
26-02-2026 08:25,0.752,0
26-02-2026 08:25,0.692,0
26-02-2026 08:25,0.718,0
26-02-2026 08:25,0.733,0
26-02-2026 08:25,0.714,0
26-02-2026 08:25,0.711,0
26-02-2026 08:25,0.767,0
26-02-2026 08:25,0.707,0
26-02-2026 08:25,0.748,0
26-02-2026 08:25,0.759,0
26-02-2026 08:25,0.756,0
26-02-2026 08:25,0.703,0
26-02-2026 08:25,0.748,0.075
26-02-2026 08:25,0.756,0
26-02-2026 08:25,0.695,0
26-02-2026 08:25,0.756,0
26-02-2026 08:25,0.654,0
26-02-2026 08:25,0.722,0
26-02-2026 08:25,0.711,0
26-02-2026 08:25,0.756,0.075
26-02-2026 08:25,0.695,0
26-02-2026 08:25,0.741,0
26-02-2026 08:25,0.65,0
26-02-2026 08:25,0.714,0
26-02-2026 08:25,0.835,0
26-02-2026 08:25,0.763,0
26-02-2026 08:25,0.759,0
26-02-2026 08:25,0.703,0
26-02-2026 08:25,0.729,0
26-02-2026 08:25,0.722,0
26-02-2026 08:25,0.714,0
26-02-2026 08:25,0.662,0
26-02-2026 08:25,0.703,0
26-02-2026 08:25,0.695,0
26-02-2026 08:25,0.771,0
26-02-2026 08:25,0.665,0
26-02-2026 08:25,0.662,0.075
26-02-2026 08:25,0.707,0
26-02-2026 08:25,0.707,0.075
26-02-2026 08:25,0.688,0.075
26-02-2026 08:25,0.744,0
26-02-2026 08:25,0.741,0.075
26-02-2026 08:25,0.654,0
26-02-2026 08:25,0.711,0
26-02-2026 08:25,0.722,0
26-02-2026 08:25,0.703,0
26-02-2026 08:25,0.744,0
26-02-2026 08:25,0.699,0.0375
26-02-2026 08:25,0.707,0
26-02-2026 08:25,0.711,0
26-02-2026 08:25,0.726,0
26-02-2026 08:25,0.707,0.113
26-02-2026 08:25,0.703,0
26-02-2026 08:25,0.692,0
26-02-2026 08:26,0.695,0
26-02-2026 08:26,0.684,0
26-02-2026 08:26,0.65,0
26-02-2026 08:26,0.714,0.0375
26-02-2026 08:26,0.718,0
26-02-2026 08:26,0.756,0
26-02-2026 08:26,0.699,0
26-02-2026 08:26,0.737,0
26-02-2026 08:26,0.695,0
26-02-2026 08:26,0.677,0.15
26-02-2026 08:26,0.775,0
26-02-2026 08:26,0.722,0
26-02-2026 08:26,0.741,0
26-02-2026 08:26,0.763,0
26-02-2026 08:26,0.65,0
26-02-2026 08:26,0.703,0.075
26-02-2026 08:26,0.643,0
26-02-2026 08:26,0.695,0
26-02-2026 08:26,0.744,0
26-02-2026 08:26,0.695,0.0375
26-02-2026 08:26,0.692,0.0375
26-02-2026 08:26,0.695,0
26-02-2026 08:26,0.722,0.113
26-02-2026 08:26,0.658,0.113
26-02-2026 08:26,0.711,0
26-02-2026 08:26,0.699,0.075
26-02-2026 08:26,0.658,0
26-02-2026 08:26,0.684,0.113
26-02-2026 08:26,0.692,0
26-02-2026 08:26,0.68,0
26-02-2026 08:26,0.692,0
26-02-2026 08:26,0.767,0
26-02-2026 08:26,0.737,0.0375
26-02-2026 08:26,0.733,0
26-02-2026 08:26,0.707,0
26-02-2026 08:26,0.673,0
26-02-2026 08:26,0.695,0
26-02-2026 08:26,0.722,0
26-02-2026 08:26,0.714,0
26-02-2026 08:26,0.714,0
26-02-2026 08:26,0.711,0
26-02-2026 08:26,0.658,0.0375
26-02-2026 08:26,0.699,0
26-02-2026 08:26,0.658,0
26-02-2026 08:26,0.707,0.0375
26-02-2026 08:26,0.714,0.113
26-02-2026 08:26,0.703,0.075
26-02-2026 08:26,0.711,0
26-02-2026 08:26,0.65,0.0375
26-02-2026 08:26,0.658,0.0375
26-02-2026 08:26,0.639,0.0375
26-02-2026 08:26,0.726,0
26-02-2026 08:26,0.722,0.075
26-02-2026 08:26,0.699,0
26-02-2026 08:26,0.726,0.0375
26-02-2026 08:26,0.722,0
26-02-2026 08:26,0.699,0
26-02-2026 08:26,0.692,0.113
26-02-2026 08:26,0.647,0
26-02-2026 08:27,0.695,0.075
26-02-2026 08:27,0.647,0
26-02-2026 08:27,0.68,0.075
26-02-2026 08:27,0.711,0
26-02-2026 08:27,0.775,0.0375
26-02-2026 08:27,0.654,0
26-02-2026 08:27,0.628,0
26-02-2026 08:27,0.673,0.0375
26-02-2026 08:27,0.647,0
26-02-2026 08:27,0.688,0.15
26-02-2026 08:27,0.703,109
26-02-2026 08:27,0.79,772
26-02-2026 08:27,1.94,772
26-02-2026 08:27,5.48,773
26-02-2026 08:27,7.28,773
26-02-2026 08:27,8.8,773
26-02-2026 08:27,10.8,773
26-02-2026 08:27,13,773
26-02-2026 08:27,14.2,773
26-02-2026 08:27,15.7,774
26-02-2026 08:27,17.2,773
26-02-2026 08:27,18.6,773
26-02-2026 08:27,19.6,774
26-02-2026 08:27,20.4,774
26-02-2026 08:27,17.9,717
26-02-2026 08:27,17.6,774
26-02-2026 08:27,19,774
26-02-2026 08:27,14.5,774
26-02-2026 08:27,17.3,717
26-02-2026 08:27,14,717
26-02-2026 08:27,13,717
26-02-2026 08:27,12.1,717
26-02-2026 08:27,11.8,717
26-02-2026 08:27,11.2,717
26-02-2026 08:27,10.3,717
26-02-2026 08:27,10.1,717
26-02-2026 08:27,9.41,717
26-02-2026 08:27,9.1,717
26-02-2026 08:27,8.49,717
26-02-2026 08:27,8.65,717
26-02-2026 08:27,7.96,717
26-02-2026 08:27,7.48,717
26-02-2026 08:27,7.46,717
26-02-2026 08:27,7.26,717
26-02-2026 08:27,7.3,717
26-02-2026 08:27,6.84,0
26-02-2026 08:27,4.92,0.0375
26-02-2026 08:27,2.81,0.0375
26-02-2026 08:27,1.14,0
26-02-2026 08:27,0.839,0
26-02-2026 08:27,0.816,0
26-02-2026 08:27,0.808,0
26-02-2026 08:27,0.801,0
26-02-2026 08:27,0.801,0
26-02-2026 08:27,0.759,0
26-02-2026 08:27,0.778,0.113
26-02-2026 08:27,0.839,128
26-02-2026 08:27,0.82,128
26-02-2026 08:27,1.14,133
26-02-2026 08:28,1.47,132
26-02-2026 08:28,1.41,133
26-02-2026 08:28,1.42,133
26-02-2026 08:28,1.39,133
26-02-2026 08:28,1.35,132
26-02-2026 08:28,1.4,132
26-02-2026 08:28,1.43,132
26-02-2026 08:28,1.43,132
26-02-2026 08:28,1.32,133
26-02-2026 08:28,1.31,133
26-02-2026 08:28,1.31,133
26-02-2026 08:28,1.3,133
26-02-2026 08:28,1.32,159
26-02-2026 08:28,1.41,164
26-02-2026 08:28,1.44,164
26-02-2026 08:28,1.48,189
26-02-2026 08:28,1.63,189
26-02-2026 08:28,1.76,188
26-02-2026 08:28,1.89,188
26-02-2026 08:28,2.33,188
26-02-2026 08:28,2.41,189
26-02-2026 08:28,2.59,188
26-02-2026 08:28,2.67,188
26-02-2026 08:28,2.75,189
26-02-2026 08:28,2.75,188
26-02-2026 08:28,2.93,188
26-02-2026 08:28,2.93,188
26-02-2026 08:28,2.97,188
26-02-2026 08:28,3.08,188
26-02-2026 08:28,3.14,188
26-02-2026 08:28,3.31,189
26-02-2026 08:28,3.31,189
26-02-2026 08:28,3.32,189
26-02-2026 08:28,3.36,188
26-02-2026 08:28,3.47,188
26-02-2026 08:28,3.41,188
26-02-2026 08:28,3.47,188
26-02-2026 08:28,3.59,188
26-02-2026 08:28,3.56,189
26-02-2026 08:28,3.56,189
26-02-2026 08:28,3.58,188
26-02-2026 08:28,3.58,189
26-02-2026 08:28,3.68,188
26-02-2026 08:28,3.69,188
26-02-2026 08:28,3.75,188
26-02-2026 08:28,3.73,188
26-02-2026 08:28,3.74,188
26-02-2026 08:28,3.79,188
26-02-2026 08:28,3.75,189
26-02-2026 08:28,3.78,189
26-02-2026 08:28,3.91,189
26-02-2026 08:28,3.73,189
26-02-2026 08:28,3.92,189
26-02-2026 08:28,3.89,189
26-02-2026 08:28,3.97,188
26-02-2026 08:28,3.94,189
26-02-2026 08:28,3.97,188
26-02-2026 08:28,4,189
26-02-2026 08:29,3.99,188
26-02-2026 08:29,4.07,189
26-02-2026 08:29,4.07,189
26-02-2026 08:29,4.05,189
26-02-2026 08:29,4.06,188
26-02-2026 08:29,4.06,188
26-02-2026 08:29,4.1,188
26-02-2026 08:29,4.07,188
26-02-2026 08:29,4.11,188
26-02-2026 08:29,4.12,189
26-02-2026 08:29,4.12,189
26-02-2026 08:29,4.23,189
26-02-2026 08:29,4.22,189
26-02-2026 08:29,4.23,189
26-02-2026 08:29,4.17,188
26-02-2026 08:29,4.19,188
26-02-2026 08:29,4.18,188
26-02-2026 08:29,4.23,188
26-02-2026 08:29,4.21,188
26-02-2026 08:29,4.28,188
26-02-2026 08:29,4.22,189
26-02-2026 08:29,4.28,188
26-02-2026 08:29,4.33,189
26-02-2026 08:29,4.34,188
26-02-2026 08:29,4.39,188
26-02-2026 08:29,4.33,188
26-02-2026 08:29,4.39,188
26-02-2026 08:29,4.33,188
26-02-2026 08:29,4.37,188
26-02-2026 08:29,4.34,189
26-02-2026 08:29,4.5,189
26-02-2026 08:29,4.39,189
26-02-2026 08:29,4.45,188
26-02-2026 08:29,4.39,188
26-02-2026 08:29,4.5,188
26-02-2026 08:29,4.48,188
26-02-2026 08:29,4.44,188
26-02-2026 08:29,4.54,188
26-02-2026 08:29,4.49,188
26-02-2026 08:29,4.5,189
26-02-2026 08:29,4.51,188
26-02-2026 08:29,4.44,188
26-02-2026 08:29,4.55,188
26-02-2026 08:29,4.54,188
26-02-2026 08:29,4.45,188
26-02-2026 08:29,4.5,188
26-02-2026 08:29,4.59,188
26-02-2026 08:29,4.53,188
26-02-2026 08:29,4.55,188
26-02-2026 08:29,4.6,188
26-02-2026 08:29,4.55,188
26-02-2026 08:29,4.54,189
26-02-2026 08:29,4.55,188
26-02-2026 08:29,4.54,189
26-02-2026 08:29,4.56,188
26-02-2026 08:29,4.54,188
26-02-2026 08:29,4.6,188
26-02-2026 08:29,4.54,188
26-02-2026 08:29,4.54,189
26-02-2026 08:30,4.53,189
26-02-2026 08:30,4.62,189
26-02-2026 08:30,4.54,188
26-02-2026 08:30,4.62,188
26-02-2026 08:30,4.61,188
26-02-2026 08:30,4.67,188
26-02-2026 08:30,4.66,188
26-02-2026 08:30,4.54,188
26-02-2026 08:30,4.66,188
26-02-2026 08:30,4.65,188
26-02-2026 08:30,4.66,188
26-02-2026 08:30,4.6,189
26-02-2026 08:30,4.67,189
26-02-2026 08:30,4.65,188
26-02-2026 08:30,4.66,188
26-02-2026 08:30,4.56,188
26-02-2026 08:30,4.53,188
26-02-2026 08:30,4.59,188
26-02-2026 08:30,4.61,189
26-02-2026 08:30,4.67,188
26-02-2026 08:30,4.58,189
26-02-2026 08:30,4.62,188
26-02-2026 08:30,4.66,188
26-02-2026 08:30,4.67,188
26-02-2026 08:30,4.6,188
26-02-2026 08:30,4.6,188
26-02-2026 08:30,4.69,188
26-02-2026 08:30,4.66,189
26-02-2026 08:30,4.65,189
26-02-2026 08:30,4.66,188
26-02-2026 08:30,4.71,189
26-02-2026 08:30,4.54,188
26-02-2026 08:30,4.67,189
26-02-2026 08:30,4.71,188
26-02-2026 08:30,4.76,188
26-02-2026 08:30,4.68,188
26-02-2026 08:30,4.64,188
26-02-2026 08:30,4.64,188
26-02-2026 08:30,4.68,188
26-02-2026 08:30,4.69,189
26-02-2026 08:30,4.78,189
26-02-2026 08:30,4.66,188
26-02-2026 08:30,4.72,188
26-02-2026 08:30,4.8,188
26-02-2026 08:30,4.77,188
26-02-2026 08:30,4.79,188
26-02-2026 08:30,4.75,188
26-02-2026 08:30,4.67,188
26-02-2026 08:30,4.68,188
26-02-2026 08:30,4.66,188
26-02-2026 08:30,4.72,188
26-02-2026 08:30,4.71,188
26-02-2026 08:30,4.83,188
26-02-2026 08:30,4.65,188
26-02-2026 08:30,4.77,188
26-02-2026 08:30,4.74,188
26-02-2026 08:30,4.72,188
26-02-2026 08:30,4.81,189
26-02-2026 08:30,4.77,188
26-02-2026 08:31,4.78,188
26-02-2026 08:31,4.85,188
26-02-2026 08:31,4.74,188
26-02-2026 08:31,4.81,188
26-02-2026 08:31,4.8,188
26-02-2026 08:31,4.77,188
26-02-2026 08:31,4.77,188
26-02-2026 08:31,4.73,188
26-02-2026 08:31,4.7,188
26-02-2026 08:31,4.71,188
26-02-2026 08:31,4.99,189
26-02-2026 08:31,4.71,188
26-02-2026 08:31,4.83,188
26-02-2026 08:31,4.83,188
26-02-2026 08:31,4.71,188
26-02-2026 08:31,4.77,188
26-02-2026 08:31,4.75,188
26-02-2026 08:31,4.81,188
26-02-2026 08:31,4.73,188
26-02-2026 08:31,4.73,189
26-02-2026 08:31,4.77,189
26-02-2026 08:31,4.82,188
26-02-2026 08:31,4.72,188
26-02-2026 08:31,4.71,188
26-02-2026 08:31,4.77,188
26-02-2026 08:31,4.71,188
26-02-2026 08:31,4.82,188
26-02-2026 08:31,4.76,188
26-02-2026 08:31,4.73,188
26-02-2026 08:31,4.75,188
26-02-2026 08:31,4.71,189
26-02-2026 08:31,4.81,188
26-02-2026 08:31,4.73,188
26-02-2026 08:31,4.76,188
26-02-2026 08:31,4.83,188
26-02-2026 08:31,4.77,188
26-02-2026 08:31,4.72,189
26-02-2026 08:31,4.65,188
26-02-2026 08:31,4.78,189
26-02-2026 08:31,4.72,188
26-02-2026 08:31,4.66,188
26-02-2026 08:31,4.7,188
26-02-2026 08:31,4.69,188
26-02-2026 08:31,4.7,188
26-02-2026 08:31,4.66,188
26-02-2026 08:31,4.65,188
26-02-2026 08:31,4.76,189
26-02-2026 08:31,4.82,189
26-02-2026 08:31,4.72,188
26-02-2026 08:31,4.71,189
26-02-2026 08:31,4.77,189
26-02-2026 08:31,4.7,188
26-02-2026 08:31,4.73,188
26-02-2026 08:31,4.76,188
26-02-2026 08:31,4.71,188
26-02-2026 08:31,4.77,188
26-02-2026 08:31,4.72,188
26-02-2026 08:31,4.73,188
26-02-2026 08:32,4.78,188
26-02-2026 08:32,4.7,188
26-02-2026 08:32,4.7,188
26-02-2026 08:32,4.82,188
26-02-2026 08:32,4.73,188
26-02-2026 08:32,4.7,188
26-02-2026 08:32,4.72,188
26-02-2026 08:32,4.8,188
26-02-2026 08:32,4.78,189
26-02-2026 08:32,4.76,189
26-02-2026 08:32,4.83,188
26-02-2026 08:32,4.83,188
26-02-2026 08:32,4.81,378
26-02-2026 08:32,5.14,394
26-02-2026 08:32,5.57,394
26-02-2026 08:32,6.01,394
26-02-2026 08:32,6.5,394
26-02-2026 08:32,7.1,394
26-02-2026 08:32,7.72,394
26-02-2026 08:32,7.85,394
26-02-2026 08:32,8.52,394
26-02-2026 08:32,8.98,394
26-02-2026 08:32,9.27,394
26-02-2026 08:32,9.81,394
26-02-2026 08:32,9.62,394
26-02-2026 08:32,10.4,394
26-02-2026 08:32,10.8,394
26-02-2026 08:32,11.3,394
26-02-2026 08:32,11.5,394
26-02-2026 08:32,11.9,394
26-02-2026 08:32,12.3,394
26-02-2026 08:32,12.7,394
26-02-2026 08:32,12.8,394
26-02-2026 08:32,13.3,393
26-02-2026 08:32,13.7,393
26-02-2026 08:32,13.9,394
26-02-2026 08:32,14.2,394
26-02-2026 08:32,14.3,394
26-02-2026 08:32,14.8,394
26-02-2026 08:32,14.8,394
26-02-2026 08:32,15.1,394
26-02-2026 08:32,15.6,393
26-02-2026 08:32,15.6,393
26-02-2026 08:32,16,393
26-02-2026 08:32,16.2,394
26-02-2026 08:32,16.1,394
26-02-2026 08:32,16.5,393
26-02-2026 08:32,17,394
26-02-2026 08:32,17.2,394
26-02-2026 08:32,17.3,394
26-02-2026 08:32,17.6,394
26-02-2026 08:32,17.9,394
26-02-2026 08:32,18.1,393
26-02-2026 08:32,18.1,393
26-02-2026 08:32,18.8,394
26-02-2026 08:32,18.7,394
26-02-2026 08:32,19,394
26-02-2026 08:32,19.2,394
26-02-2026 08:32,19.5,394
26-02-2026 08:33,19.5,394
26-02-2026 08:33,19.6,394
26-02-2026 08:33,19.9,394
26-02-2026 08:33,20,394
26-02-2026 08:33,20.2,393
26-02-2026 08:33,20.6,393
26-02-2026 08:33,20.5,394
26-02-2026 08:33,20.9,394
26-02-2026 08:33,21,394
26-02-2026 08:33,21.1,394
26-02-2026 08:33,21.3,394
26-02-2026 08:33,21.4,394
26-02-2026 08:33,21.7,394
26-02-2026 08:33,21.8,393
26-02-2026 08:33,22,394
26-02-2026 08:33,22,394
26-02-2026 08:33,22.2,394
26-02-2026 08:33,22.4,394
26-02-2026 08:33,22.6,394
26-02-2026 08:33,22.7,394
26-02-2026 08:33,22.8,394
26-02-2026 08:33,22.9,393
26-02-2026 08:33,23.1,394
26-02-2026 08:33,23.2,393
26-02-2026 08:33,23.3,394
26-02-2026 08:33,23.4,394
26-02-2026 08:33,23.7,394
26-02-2026 08:33,23.9,394
26-02-2026 08:33,23.9,394
26-02-2026 08:33,24.1,394
26-02-2026 08:33,24.2,394
26-02-2026 08:33,24.4,394
26-02-2026 08:33,24.4,394
26-02-2026 08:33,24.6,393
26-02-2026 08:33,24.6,393
26-02-2026 08:33,24.8,394
26-02-2026 08:33,24.9,394
26-02-2026 08:33,25,394
26-02-2026 08:33,25.1,394
26-02-2026 08:33,25.2,394
26-02-2026 08:33,25.4,393
26-02-2026 08:33,25.5,393
26-02-2026 08:33,25.6,394
26-02-2026 08:33,25.6,393
26-02-2026 08:33,25.8,394
26-02-2026 08:33,25.9,394
26-02-2026 08:33,26,394
26-02-2026 08:33,26.1,394
26-02-2026 08:33,26.1,394
26-02-2026 08:33,26.3,394
26-02-2026 08:33,26.4,393
26-02-2026 08:33,26.5,393
26-02-2026 08:33,26.3,393
26-02-2026 08:33,26.6,393
26-02-2026 08:33,26.7,394
26-02-2026 08:33,26.7,394
26-02-2026 08:33,26.9,394
26-02-2026 08:33,27,394
26-02-2026 08:33,26.9,394
26-02-2026 08:34,27.1,393
26-02-2026 08:34,27.1,394
26-02-2026 08:34,27.2,393
26-02-2026 08:34,27.3,394
26-02-2026 08:34,27.5,393
26-02-2026 08:34,27.6,394
26-02-2026 08:34,27.6,394
26-02-2026 08:34,27.8,394
26-02-2026 08:34,27.8,394
26-02-2026 08:34,27.8,394
26-02-2026 08:34,27.8,394
26-02-2026 08:34,28,393
26-02-2026 08:34,28.1,393
26-02-2026 08:34,28,394
26-02-2026 08:34,28.1,393
26-02-2026 08:34,28.1,394
26-02-2026 08:34,28.3,394
26-02-2026 08:34,28.3,394
26-02-2026 08:34,28.5,394
26-02-2026 08:34,28.4,394
26-02-2026 08:34,28.5,394
26-02-2026 08:34,28.5,393
26-02-2026 08:34,28.6,393
26-02-2026 08:34,28.7,393
26-02-2026 08:34,28.7,393
26-02-2026 08:34,28.8,394
26-02-2026 08:34,28.9,394
26-02-2026 08:34,28.8,394
26-02-2026 08:34,28.9,394
26-02-2026 08:34,29,394
26-02-2026 08:34,29,394
26-02-2026 08:34,29.1,394
26-02-2026 08:34,29.1,393
26-02-2026 08:34,29.3,393
26-02-2026 08:34,29.3,394
26-02-2026 08:34,29.3,394
26-02-2026 08:34,29.3,394
26-02-2026 08:34,29.3,394
26-02-2026 08:34,29.3,394
26-02-2026 08:34,29.5,393
26-02-2026 08:34,29.6,393
26-02-2026 08:34,29.6,393
26-02-2026 08:34,29.6,394
26-02-2026 08:34,29.6,394
26-02-2026 08:34,29.7,394
26-02-2026 08:34,29.7,394
26-02-2026 08:34,29.7,394
26-02-2026 08:34,29.9,394
26-02-2026 08:34,29.8,394
26-02-2026 08:34,29.8,393
26-02-2026 08:34,29.9,393
26-02-2026 08:34,29.9,393
26-02-2026 08:34,30.1,394
26-02-2026 08:34,30.1,394
26-02-2026 08:34,30.1,394
26-02-2026 08:34,30.1,394
26-02-2026 08:34,30.1,394
26-02-2026 08:34,30.2,394
26-02-2026 08:35,30.2,394
26-02-2026 08:35,30.3,394
26-02-2026 08:35,30.4,394
26-02-2026 08:35,30.4,394
26-02-2026 08:35,30.4,393
26-02-2026 08:35,30.4,394
26-02-2026 08:35,30.5,394
26-02-2026 08:35,30.5,394
26-02-2026 08:35,30.5,394
26-02-2026 08:35,30.5,394
26-02-2026 08:35,30.6,394
26-02-2026 08:35,30.7,393
26-02-2026 08:35,30.6,393
26-02-2026 08:35,30.7,393
26-02-2026 08:35,30.7,393
26-02-2026 08:35,30.7,394
26-02-2026 08:35,30.8,394
26-02-2026 08:35,30.8,394
26-02-2026 08:35,30.8,394
26-02-2026 08:35,30.8,394
26-02-2026 08:35,30.8,393
26-02-2026 08:35,30.9,394
26-02-2026 08:35,30.8,393
26-02-2026 08:35,31,394
26-02-2026 08:35,30.9,394
26-02-2026 08:35,30.9,394
26-02-2026 08:35,30.9,394
26-02-2026 08:35,31,394
26-02-2026 08:35,31.1,394
26-02-2026 08:35,31.1,393
26-02-2026 08:35,31.1,394
26-02-2026 08:35,31.1,393
26-02-2026 08:35,31.2,393
26-02-2026 08:35,31.3,394
26-02-2026 08:35,31.3,393
26-02-2026 08:35,31.4,394
26-02-2026 08:35,31.2,394
26-02-2026 08:35,31.3,394
26-02-2026 08:35,31.3,394
26-02-2026 08:35,31.3,393
26-02-2026 08:35,31.2,393
26-02-2026 08:35,31.4,393
26-02-2026 08:35,31.3,393
26-02-2026 08:35,31.4,393
26-02-2026 08:35,31.4,394
26-02-2026 08:35,31.4,394
26-02-2026 08:35,31.4,394
26-02-2026 08:35,31.4,394
26-02-2026 08:35,31.4,394
26-02-2026 08:35,31.4,394
26-02-2026 08:35,31.5,393
26-02-2026 08:35,31.4,393
26-02-2026 08:35,31.6,393
26-02-2026 08:35,31.5,394
26-02-2026 08:35,31.6,393
26-02-2026 08:35,31.6,394
26-02-2026 08:35,31.7,394
26-02-2026 08:35,31.6,394
26-02-2026 08:35,31.7,394
26-02-2026 08:36,31.7,393
26-02-2026 08:36,31.6,393
26-02-2026 08:36,31.7,393
26-02-2026 08:36,31.7,393
26-02-2026 08:36,31.7,393
26-02-2026 08:36,31.8,394
26-02-2026 08:36,31.8,394
26-02-2026 08:36,31.8,394
26-02-2026 08:36,31.7,394
26-02-2026 08:36,31.8,393
26-02-2026 08:36,31.8,393
26-02-2026 08:36,31.8,393
26-02-2026 08:36,31.9,393
26-02-2026 08:36,31.9,393
26-02-2026 08:36,31.9,393
26-02-2026 08:36,31.9,393
26-02-2026 08:36,31.9,394
26-02-2026 08:36,32,394
26-02-2026 08:36,32,394
26-02-2026 08:36,32,394
26-02-2026 08:36,31.9,393
26-02-2026 08:36,31.9,393
26-02-2026 08:36,31.8,393
26-02-2026 08:36,31.9,393
26-02-2026 08:36,32,393
26-02-2026 08:36,32,394
26-02-2026 08:36,32,394
26-02-2026 08:36,32.1,394
26-02-2026 08:36,32,394
26-02-2026 08:36,32.1,393
26-02-2026 08:36,32,393
26-02-2026 08:36,32,393
26-02-2026 08:36,32,393
26-02-2026 08:36,32,393
26-02-2026 08:36,31.9,393
26-02-2026 08:36,32.1,394
26-02-2026 08:36,32.1,394
26-02-2026 08:36,32.2,394
26-02-2026 08:36,32.1,394
26-02-2026 08:36,32.1,393
26-02-2026 08:36,32,393
26-02-2026 08:36,32.1,393
26-02-2026 08:36,32.1,394
26-02-2026 08:36,32.1,394
26-02-2026 08:36,32.2,394
26-02-2026 08:36,32.2,394
26-02-2026 08:36,32.2,394
26-02-2026 08:36,32.2,393
26-02-2026 08:36,32.1,394
26-02-2026 08:36,32.1,393
26-02-2026 08:36,32.2,393
26-02-2026 08:36,32.2,393
26-02-2026 08:36,32.2,393
26-02-2026 08:36,32.3,393
26-02-2026 08:36,32.2,394
26-02-2026 08:36,32.3,393
26-02-2026 08:36,32.2,394
