Time,level (cm),flow (l/h)
26-02-2026 08:49,19.2,305
26-02-2026 08:49,19.2,305
26-02-2026 08:49,19.3,305
26-02-2026 08:49,19.5,306
26-02-2026 08:49,19.5,305
26-02-2026 08:49,19.6,305
26-02-2026 08:49,19.7,305
26-02-2026 08:49,19.8,305
26-02-2026 08:49,19.9,305
26-02-2026 08:49,20,305
26-02-2026 08:49,20,305
26-02-2026 08:49,20.2,305
26-02-2026 08:49,20.2,305
26-02-2026 08:49,20.3,306
26-02-2026 08:49,20.4,306
26-02-2026 08:49,20.5,305
26-02-2026 08:50,20.5,305
26-02-2026 08:50,20.7,305
26-02-2026 08:50,20.6,305
26-02-2026 08:50,20.7,305
26-02-2026 08:50,20.8,305
26-02-2026 08:50,20.9,306
26-02-2026 08:50,21,306
26-02-2026 08:50,21.1,305
26-02-2026 08:50,21.2,305
26-02-2026 08:50,21.3,306
26-02-2026 08:50,21.3,305
26-02-2026 08:50,21.3,305
26-02-2026 08:50,21.4,305
26-02-2026 08:50,21.4,305
26-02-2026 08:50,21.5,305
26-02-2026 08:50,21.6,305
26-02-2026 08:50,21.6,305
26-02-2026 08:50,21.7,306
26-02-2026 08:50,21.7,305
26-02-2026 08:50,20.8,305
26-02-2026 08:50,17.8,305
26-02-2026 08:50,14.9,305
26-02-2026 08:50,12.1,305
26-02-2026 08:50,9.36,305
26-02-2026 08:50,6.97,305
26-02-2026 08:50,4.53,306
26-02-2026 08:50,2.71,305
26-02-2026 08:50,1.64,305
26-02-2026 08:50,1.45,305
26-02-2026 08:50,2.01,305
26-02-2026 08:50,2.19,305
26-02-2026 08:50,3.03,305
26-02-2026 08:50,3.52,305
26-02-2026 08:50,3.74,305
26-02-2026 08:50,4.22,305
26-02-2026 08:50,4.47,306
26-02-2026 08:50,4.8,305
26-02-2026 08:50,5.14,305
26-02-2026 08:50,5.53,305
26-02-2026 08:50,5.87,305
26-02-2026 08:50,6.25,305
26-02-2026 08:50,6.44,305
26-02-2026 08:50,6.85,305
26-02-2026 08:50,7.16,305
26-02-2026 08:50,7.47,305
26-02-2026 08:50,7.8,305
26-02-2026 08:50,8.09,306
26-02-2026 08:50,8.31,305
26-02-2026 08:50,8.67,305
26-02-2026 08:50,8.88,305
26-02-2026 08:50,9.15,305
26-02-2026 08:50,9.49,305
26-02-2026 08:50,9.66,305
26-02-2026 08:50,9.91,305
26-02-2026 08:50,10.3,305
26-02-2026 08:50,10.5,305
26-02-2026 08:50,10.7,306
26-02-2026 08:50,11,305
26-02-2026 08:50,11.2,305
26-02-2026 08:51,11.5,305
26-02-2026 08:51,11.7,305
26-02-2026 08:51,11.8,305
26-02-2026 08:51,12.1,305
26-02-2026 08:51,12.3,305
26-02-2026 08:51,12.5,305
26-02-2026 08:51,12.7,305
26-02-2026 08:51,12.8,305
26-02-2026 08:51,13.2,305
26-02-2026 08:51,13.3,305
26-02-2026 08:51,13.4,305
26-02-2026 08:51,13.5,305
26-02-2026 08:51,13.6,305
26-02-2026 08:51,13.8,305
26-02-2026 08:51,13.9,305
26-02-2026 08:51,14,305
26-02-2026 08:51,14.4,306
26-02-2026 08:51,14.3,305
26-02-2026 08:51,14.5,305
26-02-2026 08:51,14.6,305
26-02-2026 08:51,14.8,305
26-02-2026 08:51,14.9,305
26-02-2026 08:51,14.9,305
26-02-2026 08:51,15.2,305
26-02-2026 08:51,15.3,305
26-02-2026 08:51,15.5,305
26-02-2026 08:51,15.6,306
26-02-2026 08:51,15.7,305
26-02-2026 08:51,15.8,305
26-02-2026 08:51,15.9,305
26-02-2026 08:51,16.1,305
26-02-2026 08:51,16.1,305
26-02-2026 08:51,16.2,305
26-02-2026 08:51,16.4,305
26-02-2026 08:51,16.5,305
26-02-2026 08:51,16.6,305
26-02-2026 08:51,16.9,305
26-02-2026 08:51,16.9,305
26-02-2026 08:51,16.9,305
26-02-2026 08:51,17.1,305
26-02-2026 08:51,17.1,305
26-02-2026 08:51,17.2,305
26-02-2026 08:51,17.4,305
26-02-2026 08:51,17.4,305
26-02-2026 08:51,17.6,305
26-02-2026 08:51,17.6,305
26-02-2026 08:51,17.7,306
26-02-2026 08:51,17.8,305
26-02-2026 08:51,17.9,305
26-02-2026 08:51,17.9,305
26-02-2026 08:51,18.1,305
26-02-2026 08:51,18.2,305
26-02-2026 08:51,18.2,305
26-02-2026 08:51,18.3,305
26-02-2026 08:51,18.4,305
26-02-2026 08:51,18.6,305
26-02-2026 08:51,18.5,305
26-02-2026 08:51,18.6,305
26-02-2026 08:52,18.7,305
26-02-2026 08:52,18.8,305
26-02-2026 08:52,18.8,305
26-02-2026 08:52,19,305
26-02-2026 08:52,19,305
26-02-2026 08:52,19,305
26-02-2026 08:52,19.1,305
26-02-2026 08:52,19.2,305
26-02-2026 08:52,19.3,305
26-02-2026 08:52,19.5,305
26-02-2026 08:52,19.4,305
26-02-2026 08:52,19.5,305
26-02-2026 08:52,19.6,305
26-02-2026 08:52,19.6,305
26-02-2026 08:52,19.8,305
26-02-2026 08:52,19.8,305
26-02-2026 08:52,19.8,305
26-02-2026 08:52,19.9,305
26-02-2026 08:52,19.9,305
26-02-2026 08:52,20,305
26-02-2026 08:52,20,305
26-02-2026 08:52,20,305
26-02-2026 08:52,20.2,305
26-02-2026 08:52,20.2,305
26-02-2026 08:52,20.2,305
26-02-2026 08:52,20.4,305
26-02-2026 08:52,20.4,305
26-02-2026 08:52,20.4,305
26-02-2026 08:52,20.5,305
26-02-2026 08:52,20.5,305
26-02-2026 08:52,20.5,305
26-02-2026 08:52,20.7,305
26-02-2026 08:52,20.6,305
26-02-2026 08:52,20.7,305
26-02-2026 08:52,20.8,305
26-02-2026 08:52,20.7,305
26-02-2026 08:52,20.7,305
26-02-2026 08:52,20.8,305
26-02-2026 08:52,20.8,305
26-02-2026 08:52,21,305
26-02-2026 08:52,21,305
26-02-2026 08:52,21.1,305
26-02-2026 08:52,21,305
26-02-2026 08:52,21.2,305
26-02-2026 08:52,21.1,305
26-02-2026 08:52,21.1,305
26-02-2026 08:52,21.3,305
26-02-2026 08:52,21.3,305
26-02-2026 08:52,21.3,305
26-02-2026 08:52,21.4,305
26-02-2026 08:52,21.3,305
26-02-2026 08:52,21.5,305
26-02-2026 08:52,21.5,305
26-02-2026 08:52,21.5,305
26-02-2026 08:52,21.5,305
26-02-2026 08:52,21.5,305
26-02-2026 08:52,21.6,305
26-02-2026 08:52,21.6,305
26-02-2026 08:52,21.6,305
26-02-2026 08:53,21.8,305
26-02-2026 08:53,21.7,305
26-02-2026 08:53,21.7,305
26-02-2026 08:53,21.8,305
26-02-2026 08:53,21.8,305
26-02-2026 08:53,21.9,305
26-02-2026 08:53,21.7,305
26-02-2026 08:53,21.9,306
26-02-2026 08:53,22,305
26-02-2026 08:53,22,305
26-02-2026 08:53,21.9,305
26-02-2026 08:53,22,305
26-02-2026 08:53,22,305
26-02-2026 08:53,22,305
26-02-2026 08:53,22.1,305
26-02-2026 08:53,22.1,305
26-02-2026 08:53,22.2,305
26-02-2026 08:53,22.2,305
26-02-2026 08:53,22.2,305
26-02-2026 08:53,22.2,305
26-02-2026 08:53,22.2,305
26-02-2026 08:53,22.2,305
26-02-2026 08:53,22.3,305
26-02-2026 08:53,22.3,305
26-02-2026 08:53,22.3,305
26-02-2026 08:53,22.4,305
26-02-2026 08:53,22.4,305
26-02-2026 08:53,22.4,305
26-02-2026 08:53,22.5,305
26-02-2026 08:53,22.5,305
26-02-2026 08:53,22.4,305
26-02-2026 08:53,22.4,305
26-02-2026 08:53,22.5,305
26-02-2026 08:53,22.6,305
26-02-2026 08:53,22.6,305
26-02-2026 08:53,22.7,364
26-02-2026 08:53,22.9,377
26-02-2026 08:53,23.1,377
26-02-2026 08:53,23.3,393
26-02-2026 08:53,23.5,393
26-02-2026 08:53,23.8,393
26-02-2026 08:53,23.9,393
26-02-2026 08:53,24.1,393
26-02-2026 08:53,24.3,393
26-02-2026 08:53,24.5,393
26-02-2026 08:53,24.7,393
26-02-2026 08:53,24.9,393
26-02-2026 08:53,25.1,393
26-02-2026 08:53,25.3,393
26-02-2026 08:53,25.6,393
26-02-2026 08:53,25.7,393
26-02-2026 08:53,25.9,393
26-02-2026 08:53,26,393
26-02-2026 08:53,26.3,393
26-02-2026 08:53,26.4,393
26-02-2026 08:53,26.6,393
26-02-2026 08:53,26.8,393
26-02-2026 08:53,26.9,393
26-02-2026 08:53,27.2,393
26-02-2026 08:54,27.3,393
26-02-2026 08:54,27.5,393
26-02-2026 08:54,27.7,393
26-02-2026 08:54,27.9,393
26-02-2026 08:54,28,393
26-02-2026 08:54,28.1,393
26-02-2026 08:54,28.3,393
26-02-2026 08:54,28.5,393
26-02-2026 08:54,28.6,393
26-02-2026 08:54,28.6,393
26-02-2026 08:54,28.9,393
26-02-2026 08:54,29.1,393
26-02-2026 08:54,29.2,393
26-02-2026 08:54,29.4,393
26-02-2026 08:54,29.5,393
26-02-2026 08:54,29.6,393
26-02-2026 08:54,29.8,393
26-02-2026 08:54,30,393
26-02-2026 08:54,30.1,393
26-02-2026 08:54,30.2,393
26-02-2026 08:54,30.3,393
26-02-2026 08:54,30.4,393
26-02-2026 08:54,30.5,393
26-02-2026 08:54,30.7,393
26-02-2026 08:54,30.9,393
26-02-2026 08:54,30.9,393
26-02-2026 08:54,31,393
26-02-2026 08:54,31.3,393
26-02-2026 08:54,31.3,393
26-02-2026 08:54,31.5,393
26-02-2026 08:54,31.5,393
26-02-2026 08:54,31.5,393
26-02-2026 08:54,31.8,393
26-02-2026 08:54,31.8,393
26-02-2026 08:54,31.9,393
26-02-2026 08:54,32.1,393
26-02-2026 08:54,32.2,393
26-02-2026 08:54,32.3,393
26-02-2026 08:54,32.4,393
26-02-2026 08:54,32.5,393
26-02-2026 08:54,32.6,393
26-02-2026 08:54,32.6,393
26-02-2026 08:54,32.7,393
26-02-2026 08:54,32.8,393
26-02-2026 08:54,32.9,393
26-02-2026 08:54,33,393
26-02-2026 08:54,33.1,393
26-02-2026 08:54,33.2,393
26-02-2026 08:54,33.2,393
26-02-2026 08:54,33.3,393
26-02-2026 08:54,33.4,393
26-02-2026 08:54,33.6,393
26-02-2026 08:54,33.7,393
26-02-2026 08:54,33.8,393
26-02-2026 08:54,33.9,393
26-02-2026 08:54,33.8,393
26-02-2026 08:54,33.9,393
26-02-2026 08:54,34.1,393
26-02-2026 08:54,34.2,393
26-02-2026 08:55,34.3,393
26-02-2026 08:55,34.4,393
26-02-2026 08:55,34.4,393
26-02-2026 08:55,34.5,393
26-02-2026 08:55,34.5,393
26-02-2026 08:55,34.6,393
26-02-2026 08:55,34.7,393
26-02-2026 08:55,34.7,393
26-02-2026 08:55,34.9,393
26-02-2026 08:55,35,393
26-02-2026 08:55,35.1,393
26-02-2026 08:55,35.1,393
26-02-2026 08:55,35.2,393
26-02-2026 08:55,35.3,393
26-02-2026 08:55,35.3,393
26-02-2026 08:55,35.4,393
26-02-2026 08:55,35.4,393
26-02-2026 08:55,35.4,393
26-02-2026 08:55,35.5,393
26-02-2026 08:55,35.6,393
26-02-2026 08:55,35.6,393
26-02-2026 08:55,35.7,393
26-02-2026 08:55,35.7,393
26-02-2026 08:55,35.9,393
26-02-2026 08:55,35.9,393
26-02-2026 08:55,35.9,393
26-02-2026 08:55,35.9,393
26-02-2026 08:55,36.1,393
26-02-2026 08:55,36.1,393
26-02-2026 08:55,36.2,393
26-02-2026 08:55,36.3,393
26-02-2026 08:55,36.3,393
26-02-2026 08:55,36.4,393
26-02-2026 08:55,36.4,393
26-02-2026 08:55,36.4,393
26-02-2026 08:55,36.5,393
26-02-2026 08:55,36.6,393
26-02-2026 08:55,36.6,393
26-02-2026 08:55,36.7,393
26-02-2026 08:55,36.8,393
26-02-2026 08:55,36.8,393
26-02-2026 08:55,36.9,393
26-02-2026 08:55,36.9,393
26-02-2026 08:55,36.8,393
26-02-2026 08:55,36.9,393
26-02-2026 08:55,37,393
26-02-2026 08:55,37.1,393
26-02-2026 08:55,37.1,393
26-02-2026 08:55,37.2,393
26-02-2026 08:55,37.2,393
26-02-2026 08:55,37.2,393
26-02-2026 08:55,37.3,393
26-02-2026 08:55,37.5,393
26-02-2026 08:55,37.4,393
26-02-2026 08:55,37.4,393
26-02-2026 08:55,37.5,393
26-02-2026 08:55,37.6,393
26-02-2026 08:55,37.6,393
26-02-2026 08:56,37.6,393
26-02-2026 08:56,37.7,393
26-02-2026 08:56,37.5,393
26-02-2026 08:56,37.7,393
26-02-2026 08:56,37.8,393
26-02-2026 08:56,37.8,393
26-02-2026 08:56,37.8,393
26-02-2026 08:56,38,393
26-02-2026 08:56,38,393
26-02-2026 08:56,38,393
26-02-2026 08:56,37.9,393
26-02-2026 08:56,38,393
26-02-2026 08:56,38.1,393
26-02-2026 08:56,38,393
26-02-2026 08:56,38.2,393
26-02-2026 08:56,38.2,393
26-02-2026 08:56,38.2,393
26-02-2026 08:56,38.3,393
26-02-2026 08:56,38.2,393
26-02-2026 08:56,38.2,393
26-02-2026 08:56,38.4,393
26-02-2026 08:56,38.4,393
26-02-2026 08:56,38.4,393
26-02-2026 08:56,38.4,393
26-02-2026 08:56,38.4,393
26-02-2026 08:56,38.5,393
26-02-2026 08:56,38.5,393
26-02-2026 08:56,38.6,393
26-02-2026 08:56,38.5,393
26-02-2026 08:56,38.5,393
26-02-2026 08:56,38.6,393
26-02-2026 08:56,38.7,393
26-02-2026 08:56,38.6,393
26-02-2026 08:56,38.6,393
26-02-2026 08:56,38.6,393
26-02-2026 08:56,38.7,393
26-02-2026 08:56,38.7,393
26-02-2026 08:56,38.7,393
26-02-2026 08:56,38.8,393
26-02-2026 08:56,38.9,393
26-02-2026 08:56,38.7,393
26-02-2026 08:56,38.9,393
26-02-2026 08:56,38.9,393
26-02-2026 08:56,38.9,393
26-02-2026 08:56,38.9,393
26-02-2026 08:56,38.9,393
26-02-2026 08:56,39.1,393
26-02-2026 08:56,39,393
26-02-2026 08:56,39,393
26-02-2026 08:56,39.1,393
26-02-2026 08:56,39,393
26-02-2026 08:56,39.1,393
26-02-2026 08:56,39.1,393
26-02-2026 08:56,39.1,393
26-02-2026 08:56,39.2,393
26-02-2026 08:56,39.2,393
26-02-2026 08:56,39.2,393
26-02-2026 08:56,39.3,393
26-02-2026 08:56,39.3,393
26-02-2026 08:57,39.3,393
26-02-2026 08:57,39.3,393
26-02-2026 08:57,39.4,393
26-02-2026 08:57,39.5,393
26-02-2026 08:57,39.4,393
26-02-2026 08:57,39.4,393
26-02-2026 08:57,39.3,393
26-02-2026 08:57,39.4,393
26-02-2026 08:57,39.4,393
26-02-2026 08:57,39.5,393
26-02-2026 08:57,39.4,393
26-02-2026 08:57,39.4,393
26-02-2026 08:57,39.4,393
26-02-2026 08:57,39.5,393
26-02-2026 08:57,39.5,393
26-02-2026 08:57,39.5,393
26-02-2026 08:57,39.5,393
26-02-2026 08:57,39.5,393
26-02-2026 08:57,39.4,393
26-02-2026 08:57,39.6,393
26-02-2026 08:57,39.6,393
26-02-2026 08:57,39.6,393
26-02-2026 08:57,39.6,393
26-02-2026 08:57,39.7,393
26-02-2026 08:57,39.6,393
26-02-2026 08:57,39.6,393
26-02-2026 08:57,39.6,393
26-02-2026 08:57,39.6,393
26-02-2026 08:57,39.6,393
26-02-2026 08:57,39.7,393
26-02-2026 08:57,39.8,393
26-02-2026 08:57,39.7,393
26-02-2026 08:57,39.7,393
26-02-2026 08:57,39.8,393
26-02-2026 08:57,39.7,393
26-02-2026 08:57,39.8,393
26-02-2026 08:57,39.8,393
26-02-2026 08:57,39.9,393
26-02-2026 08:57,39.8,393
26-02-2026 08:57,39.8,393
26-02-2026 08:57,39.9,393
26-02-2026 08:57,39.9,393
26-02-2026 08:57,39.9,393
26-02-2026 08:57,39.9,393
26-02-2026 08:57,39.9,393
26-02-2026 08:57,40,393
26-02-2026 08:57,39.9,393
26-02-2026 08:57,40,393
26-02-2026 08:57,39.9,393
26-02-2026 08:57,40,393
26-02-2026 08:57,40.1,393
26-02-2026 08:57,40.1,393
26-02-2026 08:57,40,393
26-02-2026 08:57,39.9,393
26-02-2026 08:57,40,393
26-02-2026 08:57,40,393
26-02-2026 08:57,40,393
26-02-2026 08:57,40.1,393
26-02-2026 08:57,40.1,393
26-02-2026 08:58,40.1,393
26-02-2026 08:58,40.1,393
26-02-2026 08:58,40,393
26-02-2026 08:58,40.1,393
26-02-2026 08:58,40.2,393
26-02-2026 08:58,40.1,393
26-02-2026 08:58,40.2,393
26-02-2026 08:58,40.2,393
26-02-2026 08:58,40.2,393
26-02-2026 08:58,40.3,393
26-02-2026 08:58,40.1,393
26-02-2026 08:58,40.2,393
26-02-2026 08:58,40.2,393
26-02-2026 08:58,40.2,393
26-02-2026 08:58,40.2,393
26-02-2026 08:58,40.3,393
26-02-2026 08:58,40.2,393
26-02-2026 08:58,40.3,393
26-02-2026 08:58,40.3,393
26-02-2026 08:58,40.4,393
26-02-2026 08:58,40.3,393
26-02-2026 08:58,40.3,393
26-02-2026 08:58,40.3,393
26-02-2026 08:58,40.3,393
26-02-2026 08:58,40.3,393
26-02-2026 08:58,40.3,393
26-02-2026 08:58,40.3,393
26-02-2026 08:58,40.2,393
26-02-2026 08:58,40.3,393
26-02-2026 08:58,40.3,393
26-02-2026 08:58,40.4,393
26-02-2026 08:58,40.4,393
26-02-2026 08:58,40.4,393
26-02-2026 08:58,40.4,393
26-02-2026 08:58,40.3,393
26-02-2026 08:58,40.4,393
26-02-2026 08:58,40.4,393
26-02-2026 08:58,40.4,393
26-02-2026 08:58,40.4,393
26-02-2026 08:58,40.4,393
26-02-2026 08:58,40.4,393
26-02-2026 08:58,40.4,393
26-02-2026 08:58,40.4,393
26-02-2026 08:58,40.4,393
26-02-2026 08:58,40.4,393
26-02-2026 08:58,40.3,393
26-02-2026 08:58,40.4,393
26-02-2026 08:58,40.4,393
26-02-2026 08:58,40.4,393
26-02-2026 08:58,40.4,393
26-02-2026 08:58,40.5,393
26-02-2026 08:58,40.5,393
26-02-2026 08:58,40.6,393
26-02-2026 08:58,40.5,393
26-02-2026 08:58,40.6,393
26-02-2026 08:58,40.5,393
26-02-2026 08:58,40.6,393
26-02-2026 08:58,40.5,393
26-02-2026 08:59,40.5,393
26-02-2026 08:59,40.5,393
26-02-2026 08:59,40.6,393
26-02-2026 08:59,40.6,393
26-02-2026 08:59,40.5,393
26-02-2026 08:59,40.6,393
26-02-2026 08:59,40.4,393
26-02-2026 08:59,40.6,393
26-02-2026 08:59,40.6,393
26-02-2026 08:59,40.5,393
26-02-2026 08:59,40.6,393
26-02-2026 08:59,40.6,393
26-02-2026 08:59,40.6,393
26-02-2026 08:59,40.7,393
26-02-2026 08:59,40.6,393
26-02-2026 08:59,40.7,393
26-02-2026 08:59,40.6,393
26-02-2026 08:59,40.6,393
26-02-2026 08:59,40.7,393
26-02-2026 08:59,40.6,393
26-02-2026 08:59,40.7,393
26-02-2026 08:59,40.6,393
26-02-2026 08:59,40.6,393
26-02-2026 08:59,40.6,393
26-02-2026 08:59,40.6,393
26-02-2026 08:59,40.6,393
26-02-2026 08:59,40.6,393
26-02-2026 08:59,40.6,393
26-02-2026 08:59,40.6,393
26-02-2026 08:59,40.6,393
26-02-2026 08:59,40.7,393
26-02-2026 08:59,40.7,393
26-02-2026 08:59,40.7,393
26-02-2026 08:59,40.7,393
26-02-2026 08:59,40.7,393
26-02-2026 08:59,40.7,393
26-02-2026 08:59,40.7,393
26-02-2026 08:59,40.6,393
26-02-2026 08:59,40.7,393
26-02-2026 08:59,40.7,393
26-02-2026 08:59,40.8,393
26-02-2026 08:59,40.9,393
26-02-2026 08:59,40.7,393
26-02-2026 08:59,40.6,393
26-02-2026 08:59,40.7,393
26-02-2026 08:59,40.7,393
26-02-2026 08:59,40.7,393
26-02-2026 08:59,40.7,393
26-02-2026 08:59,40.8,393
26-02-2026 08:59,40.8,393
26-02-2026 08:59,40.8,393
26-02-2026 08:59,40.7,393
26-02-2026 08:59,40.8,393
26-02-2026 08:59,40.8,393
26-02-2026 08:59,40.7,393
26-02-2026 08:59,40.8,393
26-02-2026 08:59,40.9,393
26-02-2026 08:59,40.9,393
26-02-2026 08:59,40.7,393
26-02-2026 09:00,40.8,393
26-02-2026 09:00,40.8,393
26-02-2026 09:00,40.8,393
26-02-2026 09:00,40.7,393
26-02-2026 09:00,40.8,393
26-02-2026 09:00,40.8,393
26-02-2026 09:00,40.8,393
26-02-2026 09:00,40.9,393
26-02-2026 09:00,40.9,393
26-02-2026 09:00,40.9,393
26-02-2026 09:00,40.8,393
26-02-2026 09:00,40.8,393
26-02-2026 09:00,40.7,393
26-02-2026 09:00,40.7,393
26-02-2026 09:00,40.9,393
26-02-2026 09:00,40.9,393
26-02-2026 09:00,40.8,393
26-02-2026 09:00,40.9,393
26-02-2026 09:00,40.8,393
26-02-2026 09:00,40.8,393
26-02-2026 09:00,40.9,393
26-02-2026 09:00,40.7,393
26-02-2026 09:00,40.9,393
26-02-2026 09:00,40.9,393
26-02-2026 09:00,40.9,393
26-02-2026 09:00,40.9,393
26-02-2026 09:00,40.9,393
26-02-2026 09:00,40.9,393
26-02-2026 09:00,40.8,393
26-02-2026 09:00,40.8,393
26-02-2026 09:00,40.9,393
26-02-2026 09:00,41,393
26-02-2026 09:00,40.9,393
26-02-2026 09:00,41,393
26-02-2026 09:00,40.9,393
26-02-2026 09:00,40.9,393
26-02-2026 09:00,40.9,393
26-02-2026 09:00,40.8,393
26-02-2026 09:00,40.9,393
26-02-2026 09:00,40.9,393
26-02-2026 09:00,40.9,393
26-02-2026 09:00,40.8,393
26-02-2026 09:00,40.8,393
26-02-2026 09:00,40.8,393
26-02-2026 09:00,40.8,393
26-02-2026 09:00,40.8,393
26-02-2026 09:00,40.9,393
26-02-2026 09:00,40.9,393
26-02-2026 09:00,40.9,393
26-02-2026 09:00,40.8,393
26-02-2026 09:00,40.8,393
26-02-2026 09:00,40.9,393
26-02-2026 09:00,40.8,393
26-02-2026 09:00,40.8,393
26-02-2026 09:00,40.9,393
26-02-2026 09:00,40.9,393
26-02-2026 09:00,41,393
26-02-2026 09:00,41,393
26-02-2026 09:00,41,393
26-02-2026 09:01,40.9,393
26-02-2026 09:01,41,393
26-02-2026 09:01,40.9,393
26-02-2026 09:01,40.9,393
26-02-2026 09:01,40.9,393
26-02-2026 09:01,40.9,393
26-02-2026 09:01,40.9,393
26-02-2026 09:01,40.8,393
26-02-2026 09:01,40.8,393
26-02-2026 09:01,41,393
26-02-2026 09:01,40.9,393
26-02-2026 09:01,40.9,393
26-02-2026 09:01,40.9,393
26-02-2026 09:01,40.9,393
26-02-2026 09:01,40.8,393
26-02-2026 09:01,40.9,393
26-02-2026 09:01,41,393
26-02-2026 09:01,40.9,393
26-02-2026 09:01,40.9,393
26-02-2026 09:01,41,393
26-02-2026 09:01,40.9,393
26-02-2026 09:01,40.9,393
26-02-2026 09:01,40.8,393
26-02-2026 09:01,40.9,393
26-02-2026 09:01,40.9,393
26-02-2026 09:01,40.9,393
26-02-2026 09:01,40.8,393
26-02-2026 09:01,40.9,393
26-02-2026 09:01,40.9,393
26-02-2026 09:01,40.9,393
26-02-2026 09:01,40.9,393
26-02-2026 09:01,40.9,393
26-02-2026 09:01,40.9,393
26-02-2026 09:01,40.8,393
26-02-2026 09:01,40.8,393
26-02-2026 09:01,40.9,393
26-02-2026 09:01,41,393
26-02-2026 09:01,41,393
26-02-2026 09:01,41,393
26-02-2026 09:01,40.9,393
26-02-2026 09:01,40.9,393
26-02-2026 09:01,40.8,393
26-02-2026 09:01,40.9,393
26-02-2026 09:01,41,393
26-02-2026 09:01,40.9,393
26-02-2026 09:01,41,393
26-02-2026 09:01,40.9,393
26-02-2026 09:01,40.9,393
26-02-2026 09:01,40.9,393
26-02-2026 09:01,40.9,393
26-02-2026 09:01,40.9,393
26-02-2026 09:01,41,393
26-02-2026 09:01,40.8,393
26-02-2026 09:01,41,393
26-02-2026 09:01,40.9,393
26-02-2026 09:01,40.9,393
26-02-2026 09:01,41,393
26-02-2026 09:01,40.9,393
26-02-2026 09:01,40.9,393
26-02-2026 09:02,40.9,393
26-02-2026 09:02,40.9,393
26-02-2026 09:02,41,393
26-02-2026 09:02,41,393
26-02-2026 09:02,41,393
26-02-2026 09:02,41,393
26-02-2026 09:02,40.8,393
26-02-2026 09:02,41,393
26-02-2026 09:02,41,393
26-02-2026 09:02,40.9,393
26-02-2026 09:02,41,393
26-02-2026 09:02,41,393
26-02-2026 09:02,40.9,393
26-02-2026 09:02,41,393
26-02-2026 09:02,40.9,393
26-02-2026 09:02,40.9,393
26-02-2026 09:02,41,393
26-02-2026 09:02,41,393
26-02-2026 09:02,41,392
26-02-2026 09:02,40.9,393
26-02-2026 09:02,41,393
26-02-2026 09:02,41,393
26-02-2026 09:02,41,393
26-02-2026 09:02,41,393
26-02-2026 09:02,41,393
26-02-2026 09:02,40.9,393
26-02-2026 09:02,40.9,392
26-02-2026 09:02,41,393
26-02-2026 09:02,40.8,393
